transcripts,score
"Hi there for me management Landers my management philosophy ladders into three key topics. First is trust, second listening and 3rd is affective systems and or processes. Trust. You need to build it and protect it and protect um. Protect your team and the culture of the people on your team listening. You definitely learn more listening than you do by talking. So listening is very very important. Listen to your team. Um listen about what? Makes him tick. Understand both their goals, professionally and personally. Really, really unpack and understand and listen. Um, affective systems and or processes. Strong systems, strong results, week systems, weak results, right? We've learned that um gotta work collaboratively with your team to develop that process and or that system. You can come up with it as a manager then really listen to them and and their input and build the system together to be the most effective as a team.",6.0
"Hi, Rebecca. Thanks so much for meeting with me um, over coffee today. I'm loving the face to FaceTime lately and just wanted to talk to you about the team. Um Kelly, as you know, is a complete superstar. Love her. She's great with our clients. She leads very, very little oversight or anything really that she needs for me other than just coaching and checking in. She definitely is someone I want to groom for my #1 and she could definitely start stepping into more of that director level. Um, Anna Rockstar, complete Rockstar. She does a great job with work. There's no um, no issues, nothing incorrect. She is a great repor with clients, but she's not a good manager. She really likes doing her own thing and and that's fine, we'll find a role for her on the team and there definitely is a place for her. But it's good to know that um that she definitely has. Her output is good, but as far as a manager, she is not quite there yet, nor do I think it's something that she wants. So going to continue to work with her on on goal setting and really map out. Where she wants to be in her future, Manuela. Um, she used to be, er, superstar, but her performance lately has been slipping based on for medical issues. She hasn't been feeling well. She is pregnant now, so just working with her on. Ways to overcome things that are triggering her sickness, migraines and things like that. So um, she is aware and she definitely wants to improve. So we're working on a plan of dividing and conquering and just helping her the best we can just to try to get her back on that career growth path where I know that she wants to be. Um, overall the team is solid. We're continuing to align and get that face to FaceTime and and grow the morale, which I know is hugely important with the team. Thanks for meeting today. And I hope to see you again soon. Thanks for Becca.",
"My boss, Rebecca Roy is the executive director for all the cross discipline accounts in the state of Michigan and that's about 8 accounts ranging from Carhartt, Bissell, ADT, ConAgra does very, very diverse brands and plus new business um pitching opportunities. So specifically Rebecca's role is to ensure the business is running smoothly. Clients are happy, the financials are good. Um, scoping of the. Work, um, you know that could change yearly. We might have set scopes for the year. We might have scopes that are more project based that could you know only be like six weeks long for example. So it's just ensuring that all these business accounts, they're thinking of them as businesses that we are running from the financials. So Rebecca has a team which I support her with to ensure the businesses running clients are happy, financials are good and scoping is all in lockstep and of course the building for that as well. And that is the role of my boss, Rebecca.",
"Hi, Rebecca. Um, thanks for meeting with me today on such short notice, but I wanted to connect with you about Anna. Um. First off, um, I'm gonna have a difficult conversation with you. Is that OK? May I? Alright, great. Thank you. I'm just going to cut to the chase um going to recommend or I, I am recommending that we let Anna go. I know um, you're a big fan of hers and I know that we've kept in contact on her performance. As you know, I met with her about three months ago and laid out a sensually the steps for a performance review. Um, Anna took it very seriously. She immediately wanted to know how she could get back up to here as we know. She was more down here as far as performance goes. Wanted to step it up, wanted to really get to that elevated part of the team and where we need her to be. And she was doing good for about two months, but for the past month, since that three month check in, she's just starting to come back down again. Um. Outside of her performance, her personality has really been toxic, but the team and I've noticed that team members don't want to work with her. It's creating more taxes, tax did toxicness amongst the team and it is really just a detriment to the overall output. I know that you have um. A place for her. And we care for her and we all do. And I think. She can find. What she really, truly wants to do and be happier elsewhere, um. So I would like along with your blessing, to have a discussion with her and then make those plans, then let her go as of this Friday. Thank you for your understanding, Rebecca. Cool, sounds good. Thank you.",4.0
"OK, everybody stand up. We've got an IKEA challenge or putting together furniture and we're going to win. Um, Anna, forelegs, you go over there, please. Manuela, you grab the drawers, Kelly, the decorative glass and then I'm going to have the screws in the drill. And together we're all going to build those sufficiently. First, Anna, start off with the legs and then work with Manuela on the drawers. Kelly, I'll help you with the glass and once already I will have those the screws in the drill. In place everyone will hold it together while I. Use the drill to secure everything so it makes sense. Awesome. Thank you. Were going to win.",6.0
"Hey Ron. Ah so that's we got the the next job coming and we are competing with another team to deliver a desk in IKEA desk right we've um the corrective and. All um. So I've made a drawing or what we need to achieve do I see? So we're going to have four legs in this desk. There is the top here. Without the car to bless over it. We also have the. The. Due to bottom store stuff here, right? So let's bleed ourselves and um, one of you are going to start by this part here and the other two will make this part here. Alright, let's do it as fast as we can care. We are on the clock.",3.0
"Hi Chris. Um, so we we need to have a difficult conversation about Javi. Yeah, ah right. We gave him a feedback, um, few film months ago. Do you remember? Yes, yes, yes. But then he did improve. He didn't prove he was back to performing and but in the last few months he's back to underperforming. I've talked to him. We don't have any personal issues in on the way and or something that's. He's just lacking. I I feel it's really time to let him go. He's not paying attention to his jobs anymore. He's delivering things broken all the time and missing the dates so. We we did give him a chance to put him back on track. It worked for a few months, but it's not working anymore. I believe it's time to let him go. And um. Let him go and uh, we have to look for someone else because. Unfortunately, he is lacking. How? How do you do see that? I don't see anything else we can do for him and to improve his performance. Uh. We've done that before. Thanks.",3.0
"Right, my boss is the development director and just over a year and we also have a team of developers under her and also another team under under. Myself here. She is actually responsible for, um, security issues in the company. Um, compliance issues. And also delivering important projects in the country. We do tend to collaborate a lot because it's important that the team can. We are under different projects, but we have a shared team here. Sometimes people that are under myself need to collaborate in Chris projects and also sometimes people are under Chris need to collaborate with my projects and we have to to achieve. Board and we have to be together to manage those that um schedule it's that's important delivered the projects in schedule.",
"Hey ah. Right. So we're talking about this, this project we have this two different fronts. And, um, those different teams are are truly very well suited for for the job because. People are so are making so much progress there and I feel. Truly happy to have these guys on my team. Wesley and Pagoto arm head Francis. These guys are superstars. They do catch the ball and run with him and I feel really happy and comfortable to have them in my team. These guys are. Bearing them to be coordinators in the future if the. Push the. If the. Opportunity presents itself. I'm getting these guys ready to deal with the clients and deal with the team. These guys are already have referenced ER. Actually top performance very, very impressive guys. We also have two guys that are rock stars. They are programmers, but they are not yet ready to lead people. But they're good, but they're good. What we're trying to do is to raise their level so they can be in the future reference for their team as a technical developers and. That's what I intend to do. Higher quality deliverables and very intensive work for them. We also have new guy, I'm 2 evaluating him. It's. Just arrived. We need more time to know how to place him here. And I'm collecting information on his performance yet. Thanks.",
"Hit run. So let's talk about a manager philosophy, something we need to do to be on the same page. So we can get better results together, right? We have to be careful because I tend to be micromanaging all the time and I have to be watchful, mindful of that. So do you. If I'm micromanaging you, you should talk to me first, have different levels. So we have to adapt it to each one. But actually I'm here to serve you. Then to do is to put in your very own minds, uh, view of quality. We have to do work with very high quality standards and I expect you to learn at each of our interactions together, right? Doing the job, victory, not trying to step into other ones heads. That's it. Thanks.",6.0
"Everyone. Um, so this is, uh, the moment to present to you the plan for our team for the next months? Intend to do. Right now we don't have any visibility on our process and what we're doing actually. So I intend to implement some keys so that we can um. Know where we are and where we're going and what we're missing out, where we can do better. So with these guys, we're going to align in the next few days and then we'll know how much we're getting right, how much we're getting wrong in terms of time and also mistakes we've made so that we can. No repeat these errors. Right. That's part of the plan, this, this kind of people are going to. There was some give us a few ideas and what improve next. Uh, based on that, we are going to try and. Improve our process in inductor interactive mode. So we check them, do it again, check them, do it again and see what's going next. What's? Dating proof something. I'm going to collect some ideas from you and we'll keep this process, collect feedback and change the process. Collected back and change, improve again, improve again, and so on. A leader in the end of the year, we're going to check the progress on you how much we're getting better at doing stuff right at the programming specifically for those deliverables campaigns and so on will be able to check the mistakes. I hopefully we're going to see this ending mistakes we're going to get less error in the next. And this is where we come in with higher quality jobs. Hopefully we can get promote some of you. That's what I'm looking forward to do. Right. Yes, that's it. Thanks.",4.0
"My goal for this team is to create a system where workflows easily from one person to the next. So we have struggled with UM project management in the past and ensuring that we have a system for moving work along the pipeline. So what will happen is that will receive a brief from the strategy team, the strategy team will then brief the creatives, creatives will start their work and the timeline will be managed by a project manager along the way. Myself and my partner Eric as creative directors will be there to guide the team through each step of the process. Reach out with questions, any concerns, any issues, come to us first and we will manage it for you so you can get the work done when reviews are ready. Your job at that point is to reach out to Eric and myself. We want to see work when it's at its best point, but if you have a thought or a concern along the way, send it to us and we will. Work along that process throughout our goal for you. We would love to see you operate independently. We would love to see that. At a point, we won't even need to review the work. We want to trust this team enough and the quality of work that they're producing to be able to, at the end of the day, send it off to the client without us even needing to review it. Because we know, and we can trust that our team knows exactly. Knows the brand so well that they won't have to that we don't need to take a second look at it. You know, working at that level is what this agency expects. This team, you know, working on the United States Navy business, we have to operate in a little bit of a higher level because it is a government client because it does get so many eyes at the end of the day. So we love to see you improve your work quality to reach that level. Of um, level of quality for the US Navy, you know, that's our overall goal for this team is to follow our project management process which will hopefully improve the quality of work and the time that we have to do it. Because up until now we know we've struggled with that and reaching that goal of a higher, higher level creative product is what's going to make us a stronger team at the end of the day.",5.0
"My philosophy is a manager is to lead with positive ITI you know, I I don't believe that anybody can do their job if they're feeling like they're constantly under the gun or psychologically insecure and what they're doing every day. So my goal is to encourage people rather than discourage people from the work that they're doing and how. Some ways that I think about doing that is the 1st way, UM is I want to make sure that I, my team knows that I'm going to be in the trenches. With them, there is no task that I would ask them to do that I wouldn't do myself, and I want to make sure that they know if they have a problem they can come to me there. For me their personal issues are always going to outweigh their work issues because you cannot do your job if you're worried about what's going on at home. And then the last way I would try to help my team is to um make sure that they know that there is the. The resource, whatever resources that they require, are accessible to them as long as they ask. So my overarching.",6.0
"On this current team, there are people we can operate, absolutely. There are people that we can operate without, and then there are people that I cannot operate without. So we have a team of juniors who are just learning how the process in AH and creative advertising works, and they do need quite a bit of supervision. And then we also have a senior team who they're seasoned, they know how to get things done, and I can count on them to get it done perfectly without any issues. Or complaints along the way. And then we have another senior who is struggling to um. I believe with some personal issues and then also with some quality of work issues and we've currently put that person on a performance plan to manage those expectations and show them that operating here is not OK and we're expecting a much higher quality of work. So that's our current team and our current roles. You know, I have one person on the team that I could hand the reins to tomorrow and I can guarantee the work would get done and it would be timely. But I don't think that person would be happy on this team. I think their skill set is so high quality that it truthfully belongs elsewhere at this point, and that's the best thing. That would be to help them grow, unfortunately. But I would hate to lose that person because of. The need because that would put much more stress on me. They would and they are my current #2 and my partner is still learning the ropes as well. So we have some dysfunction that we're currently working through to create the best product.",
"My bosses role at the company is to manage multiple accounts. I'm going to start that over. ****. ****. My bosses role at the company is as an executive creative director. He manages Mult the creative on multiple accounts and his goal is to deliver high level creative product for every single client that he manages. Um, he manages the US Navy account, he manages the BASF account and he manages the Intel um Beta B account as well. So all the creative leadership. He provides creative leadership to all the managers. Like myself on that team. So his goal is not only to deliver that high level creative product for the company, but to also ensure that managers like myself have the tools and resources that we need to make sure that we get the best product out of our team.",
"Hey there. I need to have a difficult conversation with you about John today. Is that OK? So John performed very well. After we had our initial conversation and our initial improvement chat, we brought in HR into the conversation. Expectations were made very clear of what he needed to accomplish in the quality of work that we needed to see coming from him. And it's been three months. We said we would regroup then and I don't feel that he is a fit for this team anymore based on the quality of work that I've seen. I think his he will perform much better elsewhere, whether it's on a different team or no longer with this company, but as it currently stands I am having to pick up the extra work that he is not accomplishing. At the end of the day, I would love your support in behind this and I would love to come up with a plan to work with HR to either transfer him to a team or his skill set. Might be a better fit or to remove him from the company permanently. I think he will be much happier at the end of the day because I don't think, I don't think his skill, I don't think he's using his skills to his full. Ability on this team because of the type of work that we do and I think it's causing him to lose track of what's important. So I'd love to see him either transition out of the company or transition to a different team. Will you help me support this at the end of the day?",6.0
"OK, so to build this idea, IKEA desk, we have 4 rolls that we need to work on the first person and we're going to break this up amongst each of us on the team. Each of you is going to have a single responsibility to build this desk. One of you is going to take on the instructions. We know deciphering IKEA instructions as challenging. So I think that role should belong to one person and one person alone. Two, one person is going to be in charge of the legs. So finding the legs, putting the legs together really. Um, owning that piece of the process. Three. One person is going to be in charge of everything that goes on the top of the desk, what the top of the desk looks like, how many pieces it has, um, whatever. Anything related to the top of the desk drawers everything. That is going to be one person's responsibility, and the last person their responsibility is going to be. Screws, bolts, nuts, tools, pieces, parts. Any of that stuff is going to fall into that persons world. Now we all have to work together in this. I'm going to be here to answer questions, help guide you along the way, but I really would love each of you to.",6.0
"My plan for my team really just comes down to implementing better processes this year. We don't have great systems in place currently and it makes it difficult for each member of my team to do their job and grow within their role. Having chatted with each member of my team, I know that they all have personal growth goals and opportunities that they want to take advantage of this year and by having better processes in place, they will have more time to attend trainings and learn more about those things and just grow. Additionally, so my team KP eyes are to launch our media plans on time if processes are in place. Not be a problem. We should be setting expectations across the board with other internal teams and have the resources we need in place to get those campaigns up and running. The second is to make sure our weekly pacing documents and regular reporting documents are filled out on time. Again, with process in place, that should be happening. And the third is to see growth across my team members and what they want to learn. So they each have a few specific courses they want to take and learn about, and I want to make sure that they have time to do those. I have a few strategies I'd like to put in place to make that happen. The first is to improve the functionality of our weekly status meetings and give each member of my team some chances to. You know, candidly say this is what I'm working on, this is what is coming up next week and these are the things I really need help on to make that happen and to do that in a laid back environment where they feel like they can ask for help and have a discussion and learn from other members of the team as well. The second is just to provide regular access to training opportunities. This is a priority across several members of my team, and I want to make sure they know what training opportunities they have within the media plant team and the larger team at BML Y&R. And then the third is to continue career path meetings for my direct reports. Make sure that they feel like they're having those conversations with myself and my boss on a regular basis in order to make sure those improvements are happening and have the improvement ideas in place. I would like to create tracking documents to help improve process on the client side as well and then really ask for the input of my team on, you know, checklist. How do they do things? How are they doing things you know that is helping them save time and how can other members of the team take advantage of their learnings as well, so creating a pooled knowledge space for everyone to collaborate better. At the end of the day, my hope is that by improving process and setting guidelines to do certain. Checkpoints within that, that we will be able to see growth across more team members, have more training in place and just be really more organized going into the next year.",6.0
"My management philosophy is really to empower my team members to reach the goals that they want to reach and make decisions that they feel comfortable making and have these skills and knowledge to make. That said, I want to make sure I'm setting realistic timelines, realistic expectations, unrealistic goals for my team members so that they feel supported across the board and the decisions they're making and the work they're doing. So I want to be available. I want to be candid. I want to have those conversations with them, but I also want them to feel like they have the autonomy to grow and make decisions for the team on their own as well and provide feedback. Because everyone. Those things differently and everyone can learn from another way of working or just another way of learning another way of communicating, and so I want to provide an open environment to be able to do that.",6.0
"Overall, the team is doing really well. Angela is really a Rockstar superstar across the cutie line of business. She manages everything day-to-day, has great relations with clients and is really growing into her mentorship role and it's exciting to see her step into that and be excited. Sam is newer to the team, but he is really proving himself to be a Rockstar, delivering his assignments on time and. Just asking really smart questions and diving in and you know, leaning into those training opportunities that he says he wants to be a part of. So he's really falling through with his actions on what he's telling us he wants. In the last couple months, Bryce has also grown significantly. She's really turning into a superstar across the Tennessee team. She's earning that trust from the CEI team and is confident in her recommendations and what she's providing. Everyone has some room to grow, obviously, myself included, but I do feel like, you know, from those three we're really seeing a lot of growth. Maddie has had some hiccups in the last couple months, but is really showing her commitment, improvement in commitment to improvement across that time period, and we're excited to work with her and see her, you know, achieve those goals. She sat for the last 3060 and 90 days. So overall, that's great from my standpoint. I definitely could use some work on delegating a little bit better and you know, providing more of a mentorship role across the team. So that's something I'm working on while allowing each of our team members to grow.",
"Charlie Irwin is my boss. He is a media director at VML INR and so he has a few different KPIs than our direct teams. So it's a little bit less of what he does is tide to client work. So he does want to make sure the clients across our teams are really happy with what we're providing them and what we're able to offer as their media agency. But he also wants to improve process and organization across all of the media teams at VML INR, help facilitate any new offerings and educate the team on what those are, whether that be. You know a programmatic desk and really make sure people are testing and using those offerings for their clients. And then for our team you know directly he wants to ensure that we're running smoothly, clients are happy, the teams are happy and that our teams are mentored and having growth opportunities as they like to have. So he does kind of a larger breath of things across the company, but it's definitely there for our team.",
"Hi Charlie. I wanted to sit down today and have a difficult conversation around Maddie's growth. I know we talked a couple months ago and helped her set some goals and we really did see some improvement from about here to here. But I've noticed in the past month she's really slid back down to even below where she was before and were, you know, having difficult time across the team getting the workload done since she's not able to perform at the level we would want or expect her to right now. Um, which I know is not wear any of us wanted to because she really is a great. Um, you know, a great friend and team member to a lot of individual members across the team. And unfortunately, at the end of the day, no matter how nice she is, we really need her to do her job. And I think given that we've had some difficult conversations directly with her and giving her some chances to improve and we're really not seeing that improvement consistently, then now we would need to have, you know, more serious permanent conversation around what does this mean for her to stay here because I think, you know, she's. Been here for eight months and is not fulfilling her job description. So how? Since we don't seem to be able to help her do that, I think we really need to have a larger conversation with each other and then maybe to HR and her around the fact that this may not be the best fit for her. This may not be a role she can complete.",4.0
"I would start by pulling out the pieces and sorting them and getting out the instructions, and then I would ask the team what their strengths are. Who could interpret the instructions the best? Who feels like they are the fastest or best actually physically putting the table together and going from there. Since I don't know what people might excel at, that's how I would approach it, is to give them a starting point to plan from and then allow them to have input, since I think that would be the best way for us to collaborate together and finish the table in, eh? Reasonable amount of time.",6.0
"OK my manager plan is. All around building process and um, making things smooth for my team members because neither of them work in the same office as me or in the same clients. Our KP eyes are more administrative and agency and efficiency focused. So our overall strategies are to build team skills and confidence, contribute to the larger analytics teams resources such as culture trends and then also getting daily team updates. Into projects without me micromanaging because I don't want to do that. And then our overall team KPIs are to deliver two to three proactive reports per year that provide additional value but haven't been asked for. And then our second P is to hit an 85% availability in terms of overall hours and productivity. And then thirdly to implement a project tracking system that we update daily so that I can be in the know about what they have going on. And help keep things moving along for their individual clients. Um, so our first process KPI is to implement Gantt charts in Smartsheet's to get all of the project tracking system set up and getting that into a routine of updating that on ongoing basis blockers would be? Time and making us a priority since that's more like administrative task versus uh client task. Also there's lack of skill and new to agencies with both my direct reports have been here six months or less. So I think a lack of skill and justice being new to the ways of VML INR is something that is a little bit of a block for them. Um 5% improvement ideas would be to meet with my team weekly formally and then informally twice a week just to check in and make sure they're feeling like they're part of the team since they are remote from me. And also connect them with mentors in their specific offices to make sure that they're building skills and have another resource person to learn from. And then also making sure that I'm keeping on top of the um percent bill ability to avoid five week low averages. And then another process, KPI, would be to learn one new analytics kill per year. And then from a calendar perspective, I listed everyone's birthdays and work anniversary's to celebrate the team um overall and then for March, have a goal for delivering a proactive report #1 and then November as a goal month for delivering a second proactive report just to make sure we're staying on top of that particular KP.",4.0
"So I'm not sure my management philosophy has changed too much since the first video, but I definitely feel like I now have more confidence and skills to be able to fulfill that philosophy with my direct reports. Um, I still feel that um being a manager means being kind of a guide for direct reports to provide a safe space for them to feel supported to help guide them. Through their career and giving them or making sure that they have opportunities for their own personal growth and to achieve their goals, whatever those may be. Um, I believe it's important to be honest and direct with that team 'cause I think that's the only way that's going. They're going to feel like they can trust me as well, um, and I really think like trust overall as a big core element of being a manager. Is super important because I don't want to create that negative experience for them.",5.0
"So Tushar, um is, I've been really proud of the progress he's been making recently. A little while back I had a tough, honest conversation with him, um, because of the feedback I've been getting about him and his attitude with the people. He's been working with UM and really laid out all of the areas of the skills he needed to develop um in order to really help improve relationships with the people that he works with and just overall. Deliver higher quality work output. He was very receptive to that conversation. Wasn't sure how you can take it at first, but um, he's very receptive to it and seem to have taken that feedback very seriously. Um, and really has turned things around. I'm very proud of the changes that he's made, um, and the progress that he's made in such a short amount of time. He seems very honest about the areas he needs to improve and the areas that. He is doing really well at and has a lot of really good goals lined out for his next year and seems to have a plan for everything, so very, very proud of the progress that he's made. David, on the other hand, I need to have a tough conversation with him next week. Kind of a similar boat that Tushar was in is where David is at right now. Um, not seeing a lot of really great work output or a lot of productive time spent. So I've outlined a plan. For him to improve that development. So will be delivering that and speaking with him next week and hoping to turn his progress around as well. He's new, he's only been here two months. So I think there's just a lot of opportunity for growth. He just has some higher, um. More direct goals and advanced schools about how he wants to move up. So I just want to make sure that we get him to where he wants to go.",
"My boss and I work very closely together. He is uh group director for analytics and his role, different from my role, is that he's more working with. The other higher level members of our client teams and working on things like scoping, making sure our team has visibility, is getting tapped for work. Um. But he's also in the weeds of analytics similar to me. So we do have some overlap in in that way. But I really am happy with the relationship I have with my boss. He's has a lot of trust in faith and need to be able to do my job, but he's also always available if I feel like I need support in anyway. Or if I need to talk through something, especially being a manager, um, we've had a lot of conversations about my direct reports and I feel very supported in the relationship that we have.",
"Hello boss. Do you have a minute or there's something important and difficult that I'd like to discuss with you? OK. So because of the lack of performance improvements and lack of effort that we've seen made by our employee, I've come to the decision that we should let that employee go. I know this is something that we've worked hard to try to improve their performance. We did speak with them a few months ago about performance. We saw slight improve improvements, but they've really slipped back into. Their old habits and at this point it's jeopardizing our relationships with the client. So I really feel like it's best if we, you know, let them go. Um, would love to hear your thoughts about this or um. If you have any other concerns or questions, um would also love to discuss with you um, the you know the best way to speak with this person or invite you to do that with me if you'd like to. Was really hoping to turn this around for them, but unfortunately have not seen the progress that we that we'd like to um. So for that reason I believe we should let that person go.",4.0
"OK, to build this deck desk the fastest, I think we need to split into where we feel like our skills are best suited. So we need one person to be on instructions and call out instructions, one person to be on materials management and sorting, and then two assemblers. One person for you know, screwing thing, then another person for holding things right. So we should split into um where where we fit best with overall skills and. Then we can sort of all work in tandem and sort of assembly line those pieces. If we feel like that's not working, we can maybe switch up. Who has what role? Um, does anyone have any questions or feedback about that plan? Um. Otherwise we can get started.",5.0
"OK, so here to discuss what my management plan is for my team here at the end of the summit. Meanwhile, I look up at my plan here that I have, but generally adding to the growth of our editors. Um. Through communication and regular checkins. Um. It standards and best practices creating some of those so that it makes our day today a little bit more. Easier to to get through without having too many questions or having to reach out too often. Um, it it will be documented and trained on those processes. And lastly, I want to work through harboring creative growth amongst the editors. It's something that I haven't had a chance to do a whole lot, um, either by allowing them to attend a conference or training of some kind or or one to one working with me and any other creative editors to bounce ideas off each other, just grow creatively in that sense. So. A general. Ah, thought behind all of this is just growth. Um. And in communication as far as. The process KPIs here on that management play in UM. Looking at maybe documenting what the process is and what the number of items are that we need to to have created and have a process for that way we can. Look at how many we've we've completed and not completed and then um as far as the second KPI here, creative reviews actually scheduling or or making it a regular thing where we get together to review at its videos that we've worked on to see how how everybody is growing with the techniques and whatnot that we've hoped to build amongst the editors there. So as far as the improvements. And the 5% improvement ideas, it's just document shape documentation for tracking those things, documentation for standards and best practices for the tracking of the creative growth, most likely through meetings or note meeting notes and whatnot. And just generally looking to have more regular and organic meetings with the team just to see how everybody's feeling are kind of those 5% in key and um improvement ideas. And generally the blockers for me and my team is we have usually irregular availability could be in an edit for hours on most days and up to a week where where you're pretty tight down. So the availability of me and the team is kind of our main blocker there.",2.0
"Here I'm being asked to explain kind of what my management philosophy is. If I were to put it simply, it would just be that I am in service to my team members. They're not in service to me. I am there to make sure that they are able to do their jobs successfully and effectively without any of the issues that can come. And it's my role to to handle those and not theirs. So I want to be a manager that works for the team. And that I am, I am there for them. They're not there for me by doing a few a couple of different things. I think that's that's where I will be that kind of manager and that is generally just to protect their time and find find ways for them to not be. Waiting on feedback or having to work too late into the day. So those kinds of things are what what I'm hoping for and secondly, protect their creativity and build their creativity. Harbor a place for them to. To be able to feel like they can, they can work with with their creativity and their their creative minds.",2.0
"So here I'm we're looking at discussing what. Talking about our team with in theory is if we're talking with our boss. And explain it to them kind of our feelings about the team and where they are. So for me, I do have direct ports, but they are, I would say, more autonomous maybe than most. So I don't interface with them. Day today all that often it might be once or twice throughout the week for some of them even maybe not even for a week or so with others. But generally the editors that I don't connect with is often are better at handling their own day today and not much of a need for me to be around as often. But there are a number of lower level editors that I do hear from quite often or need to be involved. With more regularly and going through this process of the management training it's I may need to kind of switch that up a bit to where I'm focusing in with the stronger performers and helping them grow versus some of the weaker performers and. And that's that's a reframing of my mindset 'cause I want to help the weakest to become strong and stronger. Because I feel that the stronger team members are able to handle their own issues if they come up or they don't need my assistance as much as the weaker reformers. But I I see the value in building the stronger team members and making them better and that would also in turn probably allowed those team members to to. The weaker team members and not me directly so but that that is kind of my assessment of how I feel about the team broadly. Thank you.",
"In this video we're supposed to describe our boss and what they do with the company. Steve Stone is who I report to. That is in, um, somebody that I've worked with for awhile now. Just recently, about a couple weeks ago there was a round of layoffs. So he was not. My direct superior supervisor, was Casey Steele. He's been let go and now we're not as Steve again. But I've worked more directly with and closely with Steve for for many years. He. Heads up our post production side of our department and basically is, I don't wanna say the top producer, but he handles a lot of the business, manages the producers and then from the trickle down is the editorial and animation side of things. Um, he is. He's one of the better managers that I've had. He is great at um, at growing his team. He teaches well. And I've learned a lot from him and um. Um, eager to become a better manager to help him also manage better.",
"In this video, I'm needing to pretend as if I'm speaking with my boss, having a difficult conversation about a team member that is underperforming. And that I mean we're needing to let go. Um, so with that and pretending, I will begin with Steve. Need to talk to you real quick. May I? Great. We've got so and so on the team. I've talked with him a number of times. It really really given them a chance to work through some of their issues as as you know there's been flaws in in errors and the videos that they've they've put out and you know just missing feedback, not addressing notes from the team from the creative teams that were needed to be included in an updated rounds of of the edit. Worked with them. Also you know more directly to see. The edits before they go out do a little Q eh a number of things that I caught but but they they clearly were missing the mark and and after having improved for a little while. Have slipped back into to having a number of errors in their edits. At this point, I don't believe that they'll be able to break out of that habit of maybe. Being, uh, being better at catching those things, I I feel like they're just going to keep coming back to. Having those errors and it's it's actually becoming I think a concern for the business to where the that team that we're working with um. Is is looking to pull the work that they do with our department and go elsewhere with it. So it's not just a question of um, can this person be saved or worked with to address these needs. It's it's a concern for lost, lost business. So I I think that at this point it's a conversation we have with HR about letting this person go.",2.0
"In this video, we're being asked to discuss what we would say to our team to help build an IKEA desk the fastest, competing against other teams. I would probably start with some sort of incentive fication, understanding that we're competing against teams and if we win. Uh, maybe a round of beers or something on me. Then from there, look at the. Look at the instructions themselves. Uh and divvy up who may be strongest for one piece or the other? Um. Some people may be better with their hands physically, others might be more organized and identifying who could do what as far as like organizing the pieces. And then another person assembling and in what order needs to go 1st and leaving the glass top till last. Because that is a very delicate piece of the puzzle here on a desk that's being built with four people quickly. So probably set that to the side letting it um. Be there and and together all of us probably put the final topping on on the desk and of course be done first. So. Thanks.",2.0
"Maclin from the team for the next year is to focus on monitoring and making sure that all of our alerts and everything are working correctly and that we're not worrying about not watching the correct things, but. Since our main focus is also supporting the developers and making sure that they have the tools they need it, that is our first priority. But anything that we can do to manage our monitoring and and update made how we're monitoring in but we're monitoring and is going to be er focus going forward. But hopefully as we can gain new business, the some of those priorities will change. But as of right now that's the only thing that I'm working towards. It's coming up especially with the reduced staff. Um. One thing is that since the landscape is always changing, we're always going to have to deal with coming up with. Matching whatever changes that eh WS makes eggs and updating for that that and managing the to make sure that we know when those changes are happening and how to delete those changes. There's a it does mean that there is a lot of learning and new skills that are going to have to be learned along with the trying to make sure that we are using those skills as best possible.",3.0
