transcripts,score
"One thing I learned in this workshop. Is this? If I'm prepared enough. And I speak in a right paste, not too fast. I'm able to reduce. To a minimum, the use of empty language. In the past I got a lot of. Feedbacks that I'm using a lot of air in my in my. Speech when I speak with colleagues without speak with customers. The feedback that I received from my managers is that I need to reduce the number of errors that I've seen in a sentence. I learned that the moment I reduced the tempo of my speech. I'm able to think clearer on the topic. I managed to think. More about what I'm going to say and therefore I can save. The air. Or actually reduce it completely.",3.0
"Imagine. Your experience, the annual performance management process. Tacky setting in the system. Formal dialogue. Rating everybody. How do you think about the traditional performance management process? If you can, please follow me to raise your hands. So if you 0 means, oh, it's totally didn't bring any benefit to me. If ten, it means the traditional performance management process is very good. Support me a lot regarding my development, so tell me what's your score? OK, good. It's five nights score, so seems like you are not very satisfied with the traditional performance management system. OK, so let me introduce our new performance management approach. My performance. We can remember my performance use very easy way is 1 approach with four tours. The first detour is my top five responsibility. There's a link to the business strategy. The second one is my individual goal. It's also in line with our company's goal. The third one is checking talks. Continue talk with your managers to get enough support and necessary support. The last one is gross dialogue. OK, I think it's quite easy to remember. The concept is actually a circle with the four tools. We know. Any? Approach need a very good system to support it to implement it. So work day is still the very important system to support a new my performance approach. And also I'd like to share a platform named my Performance SharePoint. On that you can find a lot of useful materials regarding the my performance. Supported you to learn what is it and how you can do it. So regarding, do I have a request to you after my introduction, I would like to ask you to select one action to do it. Two proposal, one ace initiate, first check in talks with the manager. You can send the invitation through work day, the system. The second one is just start to set your top five responsibility and the individual goal and remember to link them to the company and your organization's business strategy. So 2 proposals. Of course you can select one of it or all of them to start your own my performance journey. That's all.",7.0
"May I ask whether you have a hurt? A new pro approach. My performance. Right? If you heard something. I'd like to introduce more details with you. We can use a very simple way to remember the new approach. Just the one circle. We saw four tours. The first tour as your top five responsibilities. As length tutorial companies spend strategy. The second one. As. Your individual goal. Of course, in line with your organization scope. The third one. Ace checking talks. Yes, you can get lots of conversation. Window managers to get some support. And the last one. As gross dialogue. Youth growth mindset to focus on future development. So these four tours just formed whole circle. I guess you might be curious about how I can start to use the new approach. Don't worry. Two actions. You can start. The first one. In nature, the first checking talk. Whistle managers. The second one start to set top five responsibilities under your individual goals. I already. That's cold.",7.0
"May I ask whether you have learned? Or heard the new approach my performance. Even me to introduce a simple way. To know it. Just one circle with four tours. The first one is top five responsibilities, second one is individual goal, the third one is checking talks that froze the last time. Yep. Thank you. Unto actions you can take immediately to start journey. First one is initiate your first checking talks, second one. Set style to set your top five resembles and individual goals.",5.0
"What is an issue? Do you think the world should pay more attention to? Environment. Women are kids bases in the world. And she's saving unsoeld. I guess lots of the words in your mind. I'd like to say energy saving. It's very important for this world. We know lots of traditional energy resource is agree it's non renewable. Amongst the resources very limited. So for protecting our world protecting the earth. We should engage more renewable energy resources, more green energy resources. I'm very proud of that. I'm working in Sims Energy. It's a company focus on what matters. One of the very important topic is green energy. We engaged. Just like a wind power. Like other green energies to replace the non renewable energy. Together with this. Protect our word. Books on energy saving.",6.0
People always visit the top. 15 News owned website last two. And a half minutes.,5.0
"Imagine. Around you. Sky. Grass. Air. Voice. What do you feel? It's the environment we are living in every day. You touch them. You smell them. You heard them. You feel them. Yes, environment. It's very important for us. Every day, everywhere. Any kind?",4.0
Protecting environment is very important. All of us agreed it. I have a request to you just started. From a very small point. Maybe save a paper? Maybe take a subway? It depends on you. Started.,3.0
"What we see mxenergy do. Just in one simple word. Energize. The society. We focus on customer. Contribution on what really matters. Unleash human energy. Protect the environment. So again, we energize the society. Welcome to together with this. To contribute for our future. Everybody. Contribute for future. So our world will be better and better.",6.0
"To answer this question. Operation as the most important things I've learned. Through this hike journey. Whatever what kind of skills you have learned for the public speaking. Whatever you think about. To use, what kind of skills? During your presentation. Pours buddy Paul engaging the audience. Actually, per prepare. Prepared them for your presentation as most important. And during your preparation, Jeff stretch yourself. Two again, again, practice. After that you will enjoy. You are public speech in front of like people. To be a superstar on the stage.",5.0
"Hello, today I'm going to teach you how to make the glinting cake. Yes, the donkey hide glinting by yourself at home. As you may know that the planning is good for our health, especially for women's. First of all, you need to prepare ate raw materials before you could start. The first one is Glenn in Glennie is the must yes, and the second one is. The yellow wine and the third one is not, and also we need children peejoe job and the 1st 5th is rock sugar and mistakes is both worry and the 7th is black ceasing and the last one is the roast beef. Yes that's so romantic. Then you need to use the yellow wine to dipping those planting for three. Days after wars use small fire to boil and keep staring and staring yes and after maybe 10 to 15 minutes you can put all others into the pot but need to in order put them in the pot and you still need to mix them well and with keep staring. Keep staring. Yes, then you can bring them out. To all you paper and press it compaction, press press press and then we just leave there. Leave them over there for maybe one days and or put them into the fridge with a cooler degree. And then you got a full. Full shape of this. Delicious food and can cut any of the shape you like and just put them into the. Some boxes for storage and they can just. Taste it anytime you want, but no nothing. Nothing to take more in one day because we only need to take the most for two pieces of the cake no more. 18 because it's very. Um, very too good for our health. So yeah, let's try and let me know if that is delicious for you or.",5.0
"Hello, today I'm going to share with you would just those blah blah eh Mings. That's really confusing, right? A couple of college just come to me and ask for this question. What does those blah blah, eh? Means we have a lot of aid, eh? Means agreement. We have a lot of kinds of agreement here. You can see we have, eh, eh and ISATS, eh, eh, eh? And also GS eight too many days that it's really confusing me at the beginning. So for the eh eh? That means the local adoption agreement, which normally we sign with the GBS, the third party provider service provider and ISA means the internal service agreement which is only used within our company but not the external parties. And also the TS may. Means the transitional service agreements which is signed between during the phase we just cut out from Siemens. And two, we are now independently, and Ashley means the service level level agreement is just a general called for the agreements for those service level agreement and the LSA means the long Term Service agreement which is longer than two years and also the ESA means External Service agreement. Currently we only have the service agreement for ESA with SCM in SLC. And the last one is GSA, which is means the general service agreement. Yeah, that's called that. If you have anything else, nothing clear, just come back to me, don't hesitate and ask me. Thank you.",5.0
"Hi today I'm going to share with you. What does those eh means in our company? Yes we have a lot of eh's eh? Means agreement. We have seven kinds of agreements in our company and the major deviation between this age um from internal or with internal customers or with external customer or service provider. Our partners. So except for the ISA, that means internal service agreement. This is with our internal partners. Others are all for external. The LA means local adoption agreement. TSA means the transitional service agreement and Ashley means the service level agreement and LSA means the long service agreement. ESA means the External service agreement and also the last one. GSA means the general service agreements that are always external partners.",5.0
"I think the most important thing currently for the world is about Environment Protection. Yes, environmental problems are becoming more and more serious all over the world. For example, cars have made the air and healthy for people to breathe and pointers gas is given off by factories. Trees on the hill I have been cut down and wastewater is being grown continuously into river. Furthermore, whether we go today, we can find rubbish carelessly disposed pollution is impact threatening our existence. The earth is our home, and we have the duty to take care of it for ourselves and for our later generations. Fortunately, more and more people have realized this problems measures have been taken to copy with those problems by government laws. They have been passed to stop pollution. I hope the problems will be soft in the near future and our home will become better and better. So keep in mind the Environment Protection issues as always.",6.0
Do you know how many people are still contained? Got the COVID-19. Oh look through the news is in China we have almost a lot of decrease. And keep this lower number as the lowest value in the whole over the world. And especially for the biggest first tier city. Is keep OK. Will post there quite.,6.0
"Today we're going to talk about environment. Yes, let's image together. What do you feel when you see there has a lot of rubbish all over the ground? Nobody took inkling that and large of air pollution by the factories and lot of. The rubbish everywhere. Where do you feel, feel good or bad?",5.0
So let's protect our environment together from our own. I will start to avoid using disposable product as up today. And how about you? Let's do it together.,6.0
"Yes, Siemens Energy we energize society. This is our company purpose and our mission vision is to become the most valued energy technology company in the world and our mission is to support our customers in transitioning to a more sustainable world. Based on our innovation technologies and our ability to turn the idea into reality. And why? Because we are caring. We respect we agility we accountability. For each of the employees in our company we are doing like this. This is our three main ideas, purpose, mission, vision. We always need to keep in mind.",6.0
"Hello, first of all thank you to the teachers pre and today. Sorry for last session. Yeah I have learned how to present innermost structure way with strong voice space and body language and try to use as last week language as I can. Structure can help me to engage my audience as well and I can have time to prepare for myself during the speech. So I really learned this is this very useful. The useful skill for me about this structure? I can have my speech in a very suitable. Orders. Yeah, and thanks again.",5.0
"Hello hi, this is Linda um today um I would like to introduce my work to you actually, um I am a corporate function controlling um. Copy function means um support functions like HR, human resource and also tax and legal and compliance and also accounting and so on on I'm responsible for their daily. Um um? Daily cost operation and also my responsibilities are support these functions on daily commercial topics like cost center control and also cost tracking as well as planning and also the. Continuous improvement and optimization, and also are the main focus to my work. Yeah, so um, we provide support to Pierce crosslee quantity for help them on super function reporting. And also we provide accurate and valuable reports to our management for their function for their further decision makings. And also we provide accurate and transparent charging amount to our customers. For their further planning within their own business unit and also we provide analysis to headquarter for their monitoring on global life. So to myself, I also need to manage my own team as well as outsourcing peoples. So who works for my team. I need to negotiate with vendors to achieve our expectations as well. So this is my work. Seems complicated with. Bearable topics, but even challenging. So this is my work. Thank you.",2.0
"Hello Summer is gone and Autumn is coming. So in between we may need to clean up our closet to store our seasonal clothes. So today I'm going to show you how to fold to close in only one second. First of all you need to lay flat your clothes and then find the point eh on the right shoulder and point be in the middle of your clothes. With a vertical line from point A to B and two Point C. Which is on the bottom of your clothes. Then pick up point A&B with your right and left hands. And then fold the point A to B and you see like this. And then pick up. Who calls and photo clothes from 8 to see and then fold the clothes like this? Down, so let's try again faster.",2.0
"Hello, this is Linda and if you have already seen my previous two video you may know you may know that. And yes I am a female as you can see here. Yeah, um, I'm uh, I'm a worker in Siemens energy as you can see here working for this company. And also I am also uh two boys mum. Yeah maybe you can image there naughty boys yeah. Um and also I love my job and I love my work so I I can always keep my job and and family balance. This is what I trying to do. Um, actually, um, I doing a lot in my job. And also I also share my job with my child and told them how, how will they mate in after they go to the social society.",2.0
"As you may know, each of our Chinese people had an ID card with 18 digits and after we understand what is the rules behind those numbers, that will be much more easier to remember in the first digits. Um, it is stand for the city that you were born and the next three leaders in stand for the district, your point, and then following with your birthday, the first one of the first for the 1st. 4 digits stand for the ear that were born and also the month with two digits and also two for days and the last four digits of the number stand for the local police station code and also um, the one before the last number stand for your gender. Normally um, female will be an even number and also the. Mail would be a old number and the last one sometimes maybe a random number we can call that a check code.",3.0
"Hello I'm getting started this topic. We're talking about the meeting scenario so in in my current work, um, after the meeting. Um, sorry during the meeting. Normally we do record our meeting minutes and we talk about the purpose of our meeting and also the scope of our future jobs and also the objectives as well as the planning. For this meeting. So regarding the kind of um variable topics we follow up from first beginning to another, and then we record down. And who is the responsible person for which topic? And also we have a full picture on the many minutes and after this meeting we can follow up with those follow up actions by the responsible person. I think this is helpful for our meeting and follow up next time.",3.0
"Oh hi hello do we met before your seems familiar? Yeah I'm from accounting team. So which band you were coming from? Ah, OK. So what are you doing now? Uh huh. Ah yeah, I transferred from Siemens limited China to Siemens energy as of July in last fiscal year. So how about you is still working on the same department as before, yeah? OK. Yeah, we still have connection between each other, right? Let's keep in touch. See you then. By",2.0
Um? The number I want to talk about is 9.8. Do you know what this number for this number is? Actually the acceleration of gravity in the earth? Me. In my in my high school exam there is a one question including the topic of science.,1.0
"Yeah, I joined um Simmons from 2011 and almost already past 10 years. And the. And the thing I think is going well for the company is. After the spinoff I, I think the ownership, UM, is stronger for our. Employees better than before and every team, especially the corporate functions. I think they think more about the benefit of the company better than before. And what can be improved is? Maybe the process the process because we we we we spin spin off from Siemens and so. Um, the process can be improved to reduce the to increase the efficiency.",1.0
"Um Paul Punch cake I love to, uh, baking. I love baking during my spare time. Um, first of all, you need to prepare all the. All the integrations like flour, eggs, milk, sugar, salt and lemon juice. Let me check anything else, um. And then you need to, um? Makes the flower and the. Oh yeah, I forgot one important integral with vegetable on. You need to mix the oil and flour together with a little bit and then mix with other integrals. Sorry.",1.0
"Hi, um my name is Julie by Jennifer I have been working as a tax professional for almost 15 years. Um? There is a famous quote by. The Peers American President Benjamin Franklin. Um, the only two certainty in life are death and taxes. So the tax different kind of tags impact our life in different kinds of forms, um? Tax. Actually, tax is. A kind of two for the country to address the economic. For example, when the. Government in decreased tax rates to boost the economic. Um? So as a tax professional, we need to keep our keep ourself up-to-date, um? 2. Study order test regulations to keep our employer test compliant and more tax efficient. Also, we will seek from a seek for, uh, any tax saving opportunities. Yeah, that's all. Thank you.",1.0
"Hi, um my name is Julie who Jennifer I'm the head of tax of Siemens Energy limited China help including million China, Hong Kong and Taiwan in might. In my team there are eight employees. Usually we. We are responsible for the test, compliance, test, consultation, transfer pricing. Staff and also tax reporting. Um, the main work scope are this form and the most interesting topic is the transfer pricing. We negotiate with the headquarter for the transfer pricing.",1.0
"Um, my favorite um vacation spot is, um, Sonia. Sonia is a suit. City um by the sea in the Hainan province. Into there are two, uh, two reasons. Why are why I recommend this place? The first one is the city is. It's hard to say the weather is good there for the almost the same all always hot in for the whole year even in winter so people can. The visitors can wear short. Short sleeve T shirt. And go to the beach for swimming and had a can do a lot of um sports. In the sea and the second one is the how to say that there are a lot of seafood there and the seafood are fresh, and um, economic. And delicious so. I recommend um. People to go there for vacation.",1.0
"OK sorry, I just press wrongly and um, just now I mentioned the Commonwealth. The goal of China government to achieve this Commonwealth. Shopping related to tax increase for kind of texts. The first one is the individual income tax and second one is consumption tax and the first one is the House tax and for one inch. Here's a text. Thank you.",3.0
"Sorry Jackie. Yeah, sorry, um just now I was interrupt. Sorry for that and now I get this topic like we used a mobile phone, the smart mobile phone to read newspaper. Not really in newspaper. It's news. Like Twitter or. YouTube or something like that. You use spam very very. Less little time to go through all the topic. For example, you will. You may read um, the topic, the subject of the news of among like 15 news in only 2 1/2 minutes. It is just shorter like you take a cigarette.",2.0
"Hi everyone, do you know what is this? Mask white. Umm, asking this this nowadays because of the environment around us, the air is polluted. We there's a modern life now, and there's more and more cars, so the cars will admit the CO2 and makes the air around us are polluted. So we need mask.",2.0
"Hi everyone, just now we already discussed this environment and the pollution damage the damage of the. Pollution um harmful, is harmful to the our environment. So you also know already know what we can do to solve this problem. We can take more public transportation like by bus, by bus or walk or even you can be creative. You can swim, swim to your. You know what price? Yes, let's work together.",1.0
"Yes, um. Yeah, you know, nowadays, 19 uh situation is getting more worse, worse and worse in China and all over the world. And have you ever been quarantined from for this community? Have you ever been in quarantine? Before. No OK, I need to tell you now I am quarantine in the hotel right now. In Guangzhou, yeah, because I um join one uh seminar. The financial seminar organized by for party in Shanghai in the middle of November. So there is one positive case in. So now I need know you you are safe because my Nat test or a negative. You don't worry, don't worry. Yes, yeah, because we we met in Sonia no worries yeah. And so now I would like to teach you one thing which is also new for me. I learned in this quarantine time because in discounting hotel we need to pack all the. Cabbage by ourselves, in in the room and then put it out of the room. Every um seven 7:00 PM every night. So we need to pack this garbage back very carefully because because of this. Epidemic, so I would like to teach you is the how to pack this garbage back. This is very interesting so I use this prop. Yeah, this problem is the garbage bag, so when the garbage rules so we need to. Squishy squish. Squish the the the neck, so until it is fully squeezed like gooseneck. So this not is called gooseneck gooseneck. Urgent yet. Yeah, that is very interesting so and then. Tide together and use another prop. Sorry, here's another problem. Is this one? I don't know how to call this one and use this one to tie it up. And then finish and put it out of the room. So that's all. Thank you. Yeah. Yeah. Yeah yeah yeah on this Friday coming Friday I will be released. Yes yes this week yes, or is that? Thank you so your turn. Yeah thank you.",1.0
"As you know, China already get rid of poverty, poverty in last calendar year. So do you know what is the next target of China government for this whole society? Um, in this year, China government UM announced. 1. Um? One definition of Commonwealth. What all Commonwealth um related to the how to allocate wealth to all the society? Um, from my perspective, because I'm the tax people, so the text topic related to this common wealth includes four kinds of attacks. The first one is individual income tax. The government will. Collate high income. People to pay tax on. In compliance with law. And then the second one is, uh, the house. Um, text the house tax will be is under. Under restriction off the government right now and will be released soon. So which will be implemented to all of the China in this coming five years? And then the third one, the third one, is, um, the weighty weather at tax and the consumption tax. This will be. Impulse in the back in the in the consumption process rather to the manufacturing process. And the last one is the. Inherence tax. Which is still under discussion. Thank you.",2.0
"Hi hi everyone. Today I would like to um draw your attention to the situation or files we need to pay attention to. Is the comment that I'm right? Uh, topic is very hot and has been discussed, discussed for a long time. Have you ever seen a picture? A polar bear? Its type is worth being and stay on the fruit eyes. That is because of the climate issue. The climate issue. Caused the iceberg to decrease and the polar bear cannot find their food, so they become. Mostly dinner and maybe someday we will go to the station. So we we really need to pay attention to this topic, and as you know, do you know what our company is doing? Our company, Siemens Energy, is focused on promoting green energy to this world. The green energy. Including to decrease the consumption of coal, which means to decrease the. Uh, CO2 um emission emission. So which can help the climate issue to be solved? I hope you can join me together to focus on this paper to pet. Pay attention to this kind of issue and let's work together to help. This polar bear and ourself thank you.",3.0
"Yeah, same as the energy. Is an old company is is an old company and also a new company. What we call in all because for more than 150 years we have been working on the successful transformation of the energy world and why we call it a new company because we are very careful and standoff from Siemens to now Siemens Energy. In the last May. And now we are a new company and listed in the Frankfurt. As a company and also listed in the. Top 500 for the forest. And I would like to introduce what we, uh, so much energy is doing. We are doing. We are taking the leading role in the energy industry, combining the industry like. Generation. Industrial application and the transform transmission and also new energy sector. The generation means. And had we had the great, uh, the the country great company to generate the electricity, and then we only use the electricity in the industrial applications. Also.",1.0
"I'm so happy, um, we all together come to the end of this life hike program. And from this program I learned myself the curious, um presentation form is too simple, for example, like the scale of the. The presentations scale is zero and then now is a. At the half. There is still a long way to improve. For example. Um, I learned how to use props. And also know how to engage the audience and also the structure of the concrete presentation, like how to prepare the opening and closing. To make sure the audience to understand you fully and they can. Follow your instructions to do what you ask them to do. So this is I learned a little bit in the past. The purpose of the presentation, the. Uh is to engage the audience to understand you and follow your instruction, and to, um, do what you require. But now this course helped me to understand more how to structure. Concrete presentation. Really, really helpful. But I think it's it will be more helpful that the organization can send us the slides or presentation or a summary of the whole. 'cause? To help us to practice and practice in the future. Thank you.",1.0
